Register Number,Exam,Course Code,Course Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,CO1,CO2,CO3,CO4,CO5,CO6,CO_Avg,Category
FKAYSCH048,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,10.0,0.0,5.5,3.0,3.67,3.33,4.0,5.33,4.14,Excellent
FKAYSCH003,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,4.0,6.0,0.0,4.0,1.0,0.0,6.0,1.5,3.5,2.33,1.33,2.67,1.33,2.11,Below Average
FKAYSCH004,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,2.5,2.5,0.5,3.0,0.0,0.0,0.0,3.0,0.5,3.0,2.0,1.0,0.0,4.5,4.0,0.5,2.0,0.0,0.0,8.0,1.25,4.0,1.33,1.17,1.83,1.0,1.76,At-risk
FKAYSCH006,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,1.5,1.0,2.5,2.5,0.0,0.0,3.0,1.0,3.0,1.0,4.0,6.0,3.0,2.0,1.0,3.0,2.5,2.0,9.5,3.12,4.0,1.5,1.33,2.33,2.5,2.46,Below Average
FKAYSCH007,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,3.0,1.0,3.0,1.5,1.0,2.0,2.5,2.5,3.0,1.0,6.0,5.5,4.0,5.5,3.0,4.0,5.0,6.0,6.0,4.38,3.5,2.67,2.5,3.17,4.0,3.37,Average
FKAYSCH008,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,9.5,10.0,5.12,5.25,4.0,3.33,3.33,4.0,4.17,Excellent
FKAYSCH009,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN102,Calculus of a Single Variable,3.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,5.5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.12,1.12,0.0,0.0,1.33,0.67,0.87,At-risk
FKAYSST011,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.5,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,0.0,5.5,6.0,5.0,6.0,8.0,10.0,3.88,3.75,3.83,4.0,3.67,6.0,4.19,Excellent
FKAYSST012,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,6.0,6.0,5.5,0.0,6.0,6.0,5.0,0.0,0.0,0.0,2.88,1.5,4.0,4.0,2.67,4.0,3.17,Average
FKAYSST013,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,3.0,2.5,3.0,3.0,3.0,2.0,0.0,0.0,3.0,6.0,5.0,0.0,5.0,6.0,4.0,2.0,0.0,6.0,2.75,2.88,3.67,3.67,1.33,3.67,2.99,Below Average
FKAYSST014,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,3.0,5.0,6.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,4.5,1.75,2.38,4.0,3.67,1.0,3.67,2.74,Below Average
FKAYSST016,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,6.0,6.0,0.0,3.0,6.0,2.5,0.0,0.0,3.0,2.25,2.25,3.0,4.0,0.83,2.67,2.5,Below Average
FKAYSST017,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,3.0,3.0,3.0,1.5,3.0,2.5,3.0,0.0,3.0,5.0,6.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.25,1.5,3.5,3.83,1.0,3.67,2.46,Below Average
FKAYSST018,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.75,0.67,0.67,0.67,0.67,0.74,At-risk
FKAYSST019,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.5,0.0,2.0,6.0,0.0,1.0,6.0,5.0,2.0,0.0,0.0,6.0,0.25,2.75,3.0,3.0,1.5,2.67,2.19,Below Average
FKAYSST020,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,0.0,3.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,2.0,0.0,10.0,3.0,3.75,4.0,3.67,3.0,4.67,3.68,Average
FKAYSST021,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,0.0,1.0,3.0,3.0,1.0,2.0,3.0,0.0,3.0,2.0,6.0,1.0,1.0,6.0,6.0,0.0,4.0,4.0,10.0,2.0,3.75,3.33,3.67,1.0,4.0,2.96,Below Average
FKAYSST001,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,3.0,1.0,2.5,3.0,2.5,2.5,0.0,0.0,5.0,0.0,6.0,1.0,5.0,5.0,3.5,5.5,0.0,9.0,3.0,3.5,3.5,3.33,1.17,3.5,3.0,Average
FKAYSST022,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,0.0,6.0,4.0,6.0,6.0,6.0,6.0,2.0,6.0,0.0,10.0,3.0,5.5,3.33,4.0,1.33,5.33,3.75,Average
FKAYSST023,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,6.0,6.0,0.0,6.0,2.0,6.0,6.0,3.0,1.0,10.0,1.0,5.5,2.0,3.33,2.0,5.0,3.14,Average
FKAYSST024,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,10.0,3.25,5.5,2.0,4.0,2.33,6.0,3.85,Average
FKAYSST025,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,3.0,6.0,6.0,6.0,4.0,6.0,6.0,2.0,0.0,0.0,9.0,2.0,4.0,3.0,3.67,1.67,4.0,3.06,Average
FKAYSST026,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,3.0,6.0,6.0,6.0,1.0,6.0,6.0,5.0,0.0,0.0,10.0,1.75,3.75,4.0,3.33,2.67,4.0,3.25,Average
FKAYSST027,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,3.0,6.0,6.0,6.0,2.0,6.0,6.0,4.0,3.0,0.0,10.0,3.0,4.25,4.0,3.67,2.33,5.0,3.71,Average
FKAYSST028,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,0.0,10.0,3.0,4.5,4.0,3.67,4.0,6.0,4.2,Excellent
FKAYSST029,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0,1.0,2.0,6.0,6.0,6.0,2.0,6.0,2.0,2.0,2.0,5.0,3.5,3.75,2.67,3.67,1.0,3.33,2.99,Below Average
FKAYSST030,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,3.0,6.0,2.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,10.0,2.0,3.25,2.67,3.67,1.0,2.67,2.54,Below Average
FKAYSST032,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,3.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0,10.0,0.75,5.5,4.0,3.67,3.0,4.0,3.49,Average
FKAYSST002,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,2.0,1.0,0.0,0.0,0.5,3.0,3.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,2.5,0.0,2.83,2.0,0.0,2.0,1.56,At-risk
FKAYSST034,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.25,1.0,1.0,3.33,1.33,0.33,1.21,At-risk
FKAYSST036,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,3.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0,2.0,4.0,2.0,1.75,2.0,3.67,1.0,2.67,2.18,Below Average
FKAYSST037,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,1.0,4.0,6.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,1.75,2.67,2.33,1.67,3.33,2.46,Below Average
FKAYSST038,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,10.0,10.0,5.5,5.5,4.0,3.67,3.33,5.0,4.5,Excellent
FKAYSST039,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,3.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,2.0,0.0,5.0,6.0,2.0,6.0,4.0,2.0,6.0,0.0,5.0,2.25,2.25,3.33,3.0,1.33,3.67,2.64,Below Average
FKAYSST040,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,3.0,0.0,6.0,0.0,2.0,6.0,6.0,4.0,6.0,5.0,5.0,2.0,3.25,4.0,3.67,2.33,4.0,3.21,Average
FKAYSST041,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,6.0,5.0,1.0,6.0,2.0,0.0,0.0,4.0,0.0,2.25,1.0,4.0,2.0,0.0,2.0,1.88,At-risk
FKAYSST042,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,0.0,3.0,6.0,6.0,6.0,2.0,6.0,6.0,2.0,0.0,0.0,5.0,2.0,3.25,3.0,3.67,1.67,4.0,2.93,Below Average
FKAYSST043,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,1.75,3.0,2.33,0.0,0.0,2.0,1.51,At-risk
FKAYAECR28,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,3.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,6.0,6.0,6.0,4.0,6.0,6.0,2.0,0.0,6.0,0.0,3.75,1.0,3.0,3.67,1.0,4.0,2.74,Below Average
FKAYSST003,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,0.0,2.5,3.0,1.0,3.0,2.0,0.0,3.0,5.0,6.0,6.0,0.0,6.0,6.0,0.0,2.0,2.0,2.0,3.5,1.12,3.33,3.67,1.0,4.33,2.83,Below Average
FKAYAECR33,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,6.0,4.0,6.0,0.0,0.0,8.0,0.0,4.5,1.75,2.33,3.33,0.0,1.33,2.21,Below Average
FKAYSST035,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,6.0,6.0,6.0,2.0,6.0,6.0,2.0,6.0,0.0,10.0,2.25,4.25,4.0,3.33,2.67,6.0,3.75,Average
FKAYSST005,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,6.0,6.0,6.0,0.0,6.0,6.0,5.5,0.0,4.0,10.0,4.0,4.0,4.0,4.0,2.83,4.0,3.8,Average
FKAYSST006,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,1.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,6.0,6.0,6.0,0.0,6.0,5.0,0.0,2.0,8.0,10.0,4.5,3.25,4.0,3.67,1.0,4.67,3.52,Average
FKAYSST007,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,6.0,0.0,6.0,0.0,6.0,5.0,0.0,2.0,1.0,4.0,3.25,1.75,4.0,3.67,1.0,2.67,2.72,Below Average
FKAYSST008,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,3.0,0.0,0.0,3.0,3.0,2.0,0.5,0.0,0.0,0.0,6.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.17,0.0,2.0,1.53,At-risk
FKAYSST009,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,3.0,3.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,5.0,6.0,6.0,0.0,6.0,6.0,4.0,4.0,0.0,9.5,3.0,2.62,4.0,3.67,2.33,5.0,3.44,Average
FKAYSST010,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN103,Basic Calculus,0.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,0.0,0.5,2.0,6.0,6.0,3.0,6.0,4.0,0.0,2.0,0.0,0.0,2.25,1.5,4.0,3.0,0.17,3.33,2.38,Below Average
FKAYSCS009,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,2.0,0.0,10.0,1.5,5.5,4.0,4.0,3.0,4.67,3.78,Average
FKAYSCS010,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,10.0,0.0,4.0,3.0,3.0,4.0,3.0,6.0,3.83,Average
FKAYSCS011,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,6.0,6.0,2.0,6.0,5.0,6.0,6.0,2.0,0.0,10.0,1.5,5.5,3.0,4.0,3.67,4.67,3.72,Average
FKAYSCS012,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,4.0,5.0,4.0,1.0,6.0,6.0,6.0,10.0,10.0,5.25,5.0,2.33,4.0,3.33,5.33,4.21,Excellent
FKAYSCS013,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,2.0,6.0,0.0,6.0,4.0,6.0,5.0,2.0,10.0,0.0,4.0,3.0,2.33,4.0,2.67,3.33,3.22,Average
FKAYSCS015,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,5.0,6.0,1.0,6.0,5.0,5.0,5.0,2.0,0.0,8.0,1.75,5.0,3.67,3.33,2.67,4.33,3.46,Average
FKAYSCS017,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,6.0,4.0,6.0,6.0,6.0,5.0,2.0,10.0,0.0,5.0,3.0,3.33,4.0,3.0,4.0,3.72,Average
FKAYSCS020,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.5,2.67,3.33,0.33,0.67,1.42,At-risk
FKAYSCS021,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,6.0,0.0,6.0,5.0,6.0,2.0,0.0,0.0,5.0,0.25,4.25,3.67,4.0,2.0,3.0,2.86,Below Average
FKAYSCS022,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,0.0,10.0,10.0,5.5,5.5,3.33,3.67,3.67,4.0,4.28,Excellent
FKAYAMAR03,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,4.0,6.0,6.0,0.0,6.0,0.0,6.0,2.0,8.0,0.0,4.75,1.5,4.0,2.0,2.67,4.0,3.15,Average
FKAYSCS023,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,2.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,6.0,0.0,0.0,6.0,5.0,6.0,6.0,6.0,2.0,3.0,1.75,3.0,2.67,4.0,4.0,4.0,3.24,Average
FKAYSCS025,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,0.0,10.0,3.0,5.5,2.33,4.0,3.0,6.0,3.97,Average
FKAYSCS028,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,6.0,4.0,6.0,0.0,2.0,2.0,2.0,1.25,2.75,2.33,4.0,0.33,1.67,2.06,Below Average
FKAYSCS029,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,3.0,6.0,6.0,5.0,6.0,2.0,0.0,10.0,2.25,5.5,3.67,3.67,4.0,3.33,3.74,Average
FKAYSCS032,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,10.0,3.0,5.5,3.0,4.0,2.0,4.0,3.58,Average
FKAYSCS035,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,10.0,10.0,5.5,5.5,4.0,4.0,3.0,4.67,4.44,Excellent
FKAYSCS036,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,6.0,2.0,6.0,5.0,5.0,6.0,6.0,8.0,10.0,4.0,5.5,3.67,3.67,3.33,6.0,4.36,Excellent
FKAYSCS034,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",0.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,1.0,6.0,0.0,6.0,6.0,5.0,6.0,2.0,9.0,0.0,3.0,3.0,3.67,3.33,2.33,3.0,3.06,Average
FKAYSCS037,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,2.0,6.0,0.0,6.0,5.0,5.0,5.0,6.0,10.0,0.0,3.25,3.0,2.67,3.67,2.33,4.67,3.26,Average
FKAYAMAR35,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,2.0,5.0,2.0,1.0,0.0,2.0,0.75,2.25,1.33,2.33,0.67,3.0,1.72,At-risk
FKAYSCS001,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.67,0.0,0.0,0.0,0.15,At-risk
FKAYSCS002,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,4.0,0.0,2.5,3.0,4.0,4.0,3.0,4.67,3.53,Average
FKAYSCS003,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,2.0,6.0,3.0,4.5,4.0,3.33,2.67,3.33,3.47,Average
FKAYSCS004,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,6.0,6.0,0.0,6.0,6.0,5.0,6.0,2.0,10.0,0.0,4.0,3.0,4.0,3.33,3.0,4.67,3.67,Average
FKAYSCS005,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",0.0,3.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,2.0,6.0,0.0,6.0,0.0,5.0,5.0,2.0,0.0,3.0,0.75,3.0,1.0,3.33,2.0,3.33,2.24,Below Average
FKAYSCS006,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,6.0,6.0,2.0,6.0,4.0,6.0,0.0,3.0,10.0,6.0,4.5,4.5,2.33,4.0,1.67,5.0,3.67,Average
FKAYSCS008,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",MAT1MN104,"MATHEMATICAL LOGIC, SET THEORY AND COMBINATORICS",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,5.5,5.5,4.0,4.0,3.0,4.67,4.44,Excellent
